"nid","Sequence","Judge.Name","Other.Nominations.Recess.Appointments"
1380341,1,"Easterbrook, Frank Hoover","Nominated to U.S. Court of Appeals for the Seventh Circuit, August 1, 1984; no Senate vote"
1380381,1,"Edgar, Robert Allan","Nominated to U.S. District Court for the Eastern District of Tennessee, September 11, 1984; no Senate vote"
1391351,1,"Engelhardt, Kurt Damian","Nominated to U.S. District Court for the Eastern District of Louisiana, August 2, 2001; no Senate vote"
1391351,2,"Engelhardt, Kurt Damian","Nominated to U.S. Court of Appeals for the Fifth Circuit, October 5, 2017; no Senate vote"
1391751,1,"Erickson, Ralph R.","Nominated to U.S. District Court for the District of North Dakota, September 12, 2002; no Senate vote"
13759701,1,"Evanson, Kymberly Kathryn","Nominated to U.S. District Court for the Western District of Washington, July 13, 2022; no Senate vote"
1390386,1,"Ewart, Hamilton Glover","Nominated to U.S. District Court for the Western District of North Carolina, January 27, 1898; no Senate vote"
1390386,2,"Ewart, Hamilton Glover","Nominated to U.S. District Court for the Western District of North Carolina, December 13, 1898; no Senate vote"
1390386,3,"Ewart, Hamilton Glover","Nominated to U.S. District Court for the Western District of North Carolina, December 19, 1899; no Senate vote"
1380601,1,"Fahy, Charles","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, October 15, 1949; no Senate vote"
1394136,1,"Failla, Katherine Polk","Nominated to U.S. District Court for the Southern District of New York, June 25, 2012; no Senate vote"
1392501,1,"Fairbank, Valerie Baker","Nominated to U.S. District Court for the Central District of California, May 4, 2006; no Senate vote"
1380651,1,"Fee, James Alger","Nominated to U.S. District Court for the District of Oregon, February 26, 1931; no Senate vote"
1380656,1,"Feikens, John","Nominated to U.S. District Court for the Eastern District of Michigan, June 10, 1960; no Senate vote"
1380656,2,"Feikens, John","Nominated to U.S. District Court for the Eastern District of Michigan, January 10, 1961; no Senate vote"
1380661,1,"Feinberg, Wilfred","Nominated to U.S. District Court for the Southern District of New York, September 23, 1961; no Senate vote"
1380661,2,"Feinberg, Wilfred","Nominated to U.S. Court of Appeals for the Second Circuit, October 11, 1965; no Senate vote"
1380686,1,"Fernandez, Ferdinand Francis","Nominated to U.S. Court of Appeals for the Ninth Circuit, September 16, 1988; no Senate vote"
1391966,1,"Feuerstein, Sandra J.","Nominated to U.S. District Court for the Eastern District of New York, July 25, 2002; no Senate vote"
1380706,1,"Field, Stephen Johnson","Nominated to U.S. Circuit Court for the Districts of California, February 25, 1863; no Senate vote"
1392516,1,"Fischer, Nora Barry","Nominated to U.S. District Court for the Western District of Pennsylvania, July 13, 2006; no Senate vote"
1380776,1,"Fitzwater, Sidney Allen","Nominated to U.S. District Court for the Northern District of Texas, October 29, 1985; no Senate vote"
1380776,2,"Fitzwater, Sidney Allen","Nominated to U.S. Court of Appeals for the Fifth Circuit, January 27, 1992; no Senate vote"
11442241,1,"Fleming, Charles Esque","Nominated to U.S. District Court for the Northern District of Ohio, September 30, 2021; no Senate vote"
1390781,1,"Fletcher, William A.","Nominated to U.S. Court of Appeals for the Ninth Circuit, April 25, 1995; no Senate vote"
1380821,1,"Folsom, David","Nominated to U.S. District Court for the Eastern District of Texas, October 5, 1994; no Senate vote"
1380861,1,"Fortas, Abe","Nominated to be Chief Justice of the Supreme Court of the United States, June 26, 1968; nomination withdrawn by president, October 4, 1968"
1394361,1,"Freeman, Beth Labson","Nominated to U.S. District Court for the Northern District of California, June 20, 2013; no Senate vote"
1394436,1,"Friedland, Michelle Taryn","Nominated to U.S. Court of Appeals for the Ninth Circuit, August 1, 2013; no Senate vote"
1390391,1,"Friedman, Monroe Mark","Nominated to U.S. District Court for the Northern District of California, June 27, 1952; no Senate vote"
1390391,2,"Friedman, Monroe Mark","Nominated to U.S. District Court for the Northern District of California, January 9, 1953; nomination withdrawn by president, July 24, 1953"
1391336,1,"Friot, Stephen P.","Nominated to U.S. District Court for the Western District of Oklahoma, August 2, 2001; no Senate vote"
1392506,1,"Frizzell, Gregory Kent","Nominated to U.S. District Court for the Northern District of Oklahoma, June 7, 2006; no Senate vote"
1391761,1,"Frost, Gregory L.","Nominated to U.S. District Court for the Southern District of Ohio, August 1, 2002; no Senate vote"
1380966,1,"Fullam, John Patrick","Nominated to U.S. District Court for the Eastern District of Pennsylvania, August 24, 1965; no Senate vote"
1390476,1,"Gajarsa, Arthur J.","Nominated to U.S. Court of Appeals for the Federal Circuit, April 18, 1996; no Senate vote"
13438481,1,"Gallagher, Gordon Paul","Nominated to U.S. District Court for the District of Colorado, September 6, 2022; no Senate vote"
7049781,1,"Gallagher, Stephanie Agli","Nominated to U.S. District Court for the District of Maryland, September 8, 2015; no Senate vote"
7049781,2,"Gallagher, Stephanie Agli","Nominated to U.S. District Court for the District of Maryland, June 11, 2018; no Senate vote"
1381021,1,"Garbis, Marvin J.","Nominated to U.S. District Court for the District of Maryland, July 6, 1988; no Senate vote"
13645541,1,"Garcia, Bradley Nelson","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, June 15, 2022; no Senate vote"
13261776,1,"Garcia, Matthew Lane","Nominated to U.S. District Court for the District of New Mexico, July 14, 2022; no Senate vote"
1393781,1,"Garcia Marmolejo, Marina","Nominated to U.S. District Court for the Southern District of Texas, July 28, 2010; no Senate vote"
1381041,1,"Gardner, Archibald K.","Nominated to U.S. Court of Appeals for the Eighth Circuit, March 1, 1929; no Senate vote"
1381046,1,"Garland, Merrick B.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, September 5, 1995; no Senate vote"
1381046,2,"Garland, Merrick B.","Nominated to Supreme Court of the United States, March 16, 2016; no Senate vote"
1393471,1,"Garrett, Finis James","Received recess appointment to U.S. District Court for the Western District of Tennessee, November 22, 1920; declined appointment"
1393471,2,"Garrett, Finis James","Nominated to U.S. District Court for the Western District of Tennessee, December 10, 1920; no Senate vote"
1392976,1,"Gee, Dolly Maizie","Nominated to U.S. District Court for the Central District of California, May 27, 1999; no Senate vote"
11732406,1,"Geraghty, Sarah Elisabeth","Nominated to U.S. District Court for the Northern District of Georgia, September 30, 2021; no Senate vote"
1381151,1,"Gewin, Walter Pettus","Nominated to U.S. Court of Appeals for the Fifth Circuit, September 20, 1961; no Senate vote"
1381156,1,"Gex, Walter J. III","Nominated to U.S. District Court for the Southern District of Mississippi, December 4, 1985; no Senate vote"
1381276,1,"Glasser, Israel Leo","Nominated to U.S. District Court for the Eastern District of New York, September 17, 1980; no Senate vote"
1394246,1,"Gonzales, Kenneth John","Nominated to U.S. District Court for the District of New Mexico, November 14, 2012; no Senate vote"
13761581,1,"Gonzalez, Ernest","Nominated to U.S. District Court for the Western District of Texas, January 10, 2024; nomination withdrawn by president, February 7, 2024"
11695886,1,"Gonzalez, Hector","Nominated to U.S. District Court for the Eastern District of New York, September 8, 2020; no Senate vote"
5153441,1,"Goodwin, Charles Barnes","Nominated to U.S. District Court for the Western District of Oklahoma, July 13, 2017; no Senate vote"
1394146,1,"Gordon, Andrew Patrick","Nominated to U.S. District Court for the District of Nevada, September 19, 2012; no Senate vote"
1391066,1,"Gould, Ronald Murray","Nominated to U.S. Court of Appeals for the Ninth Circuit, November 8, 1997; no Senate vote"
1391416,1,"Granade, Callie V.","Nominated to U.S. District Court for the Southern District of Alabama, August 2, 2001; no Senate vote"
1393611,1,"Graves, James Earl, Jr.","Nominated to U.S. Court of Appeals for the Fifth Circuit, June 10, 2010; no Senate vote"
1381471,1,"Green, Ben Charles","Nominated to U.S. District Court for the Northern District of Ohio, September 23, 1961; no Senate vote"
1381486,1,"Green, Joyce Hens","Nominated to U.S. District Court for the District of Columbia, March 2, 1979; nomination withdrawn by president, March 6, 1979"
1391276,1,"Gregory, Roger L.","Nominated to U.S. Court of Appeals for the Fourth Circuit, June 30, 2000; no Senate vote"
1391276,2,"Gregory, Roger L.","Nominated to U.S. Court of Appeals for the Fourth Circuit, January 3, 2001; nomination withdrawn by president, March 19, 2001"
13338916,1,"Grey, Jonathan James Canada","Nominated to U.S. District Court for the Eastern District of Michigan, September 6, 2022; no Senate vote"
1392281,1,"Griffin, Richard Allen","Nominated to U.S. Court of Appeals for the Sixth Circuit, June 26, 2002; no Senate vote"
1392281,2,"Griffin, Richard Allen","Nominated to U.S. Court of Appeals for the Sixth Circuit, January 7, 2003; no Senate vote"
1392286,1,"Griffith, Thomas Beall","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, May 10, 2004; no Senate vote"
1381541,1,"Grim, Allan Kuhn","Nominated to U.S. District Court for the Eastern District of Pennsylvania, October 15, 1949; no Senate vote"
1391436,1,"Gritzner, James E.","Nominated to U.S. District Court for the Southern District of Iowa, July 10, 2001; no Senate vote"
8869821,1,"Gujarati, Diane","Nominated to U.S. District Court for the Eastern District of New York, September 13, 2016; no Senate vote"
8869821,2,"Gujarati, Diane","Nominated to U.S. District Court for the Eastern District of New York, May 15, 2018; no Senate vote"
1392496,1,"Gutierrez, Philip S.","Nominated to U.S. District Court for the Central District of California, April 24, 2006; no Senate vote"
13333861,1,"Guzman, Margaret Rose","Nominated to U.S. District Court for the District of Massachusetts, July 13, 2022; no Senate vote"
1381641,1,"Haight, Thomas Griffith","Nominated to U.S. Court of Appeals for the Third Circuit, March 1, 1919; no Senate vote"
7815641,1,"Halpern, Philip Morgan","Nominated to U.S. District Court for the Southern District of New York, November 13, 2018; no Senate vote"
1391491,1,"Hanen, Andrew S.","Nominated to U.S. District Court for the Southern District of Texas, March 20, 1992; no Senate vote"
1394776,1,"Hanks, George Carol, Jr.","Nominated to U.S. District Court for the Southern District of Texas, September 18, 2014; no Senate vote"
1381806,1,"Hansen, David Rasmussen","Nominated to U.S. District Court for the Northern District of Iowa, December 4, 1985; no Senate vote"
1392056,1,"Hardiman, Thomas Michael","Nominated to U.S. Court of Appeals for the Third Circuit, September 13, 2006; no Senate vote"
8648136,1,"Hardy, William Scott","Nominated to U.S. District Court for the Western District of Pennsylvania, December 2, 2019; no Senate vote"
1381821,1,"Hargrove, John Raymond, Sr.","Nominated to U.S. District Court for the District of Maryland, November 10, 1983; no Senate vote"
1381831,1,"Harlan, John Marshall","Nominated to Supreme Court of the United States, November 9, 1954; no Senate vote"
1381836,1,"Harmon, Melinda","Nominated to U.S. District Court for the Southern District of Texas, June 23, 1988; no Senate vote"
1390296,1,"Harper, Roy Winfield","Nominated to U.S. District Courts for the Eastern and Western Districts of Missouri, July 10, 1947; no Senate vote"
1390296,2,"Harper, Roy Winfield","Nominated to U.S. District Courts for the Eastern and Western Districts of Missouri, November 24, 1947; no Senate vote"
1390296,3,"Harper, Roy Winfield","Nominated to U.S. District Courts for the Eastern and Western Districts of Missouri, July 29, 1948; no Senate vote"
1394416,1,"Harpool, M. Douglas","Nominated to U.S. District Court for the Western District of Missouri, August 1, 2013; no Senate vote"
1381876,1,"Hart, George Luzerne, Jr.","Nominated to U.S. District Court for the District of Columbia, April 16, 1958; no Senate vote"
1391356,1,"Hartz, Harris L.","Nominated to U.S. Court of Appeals for the Tenth Circuit, June 21, 2001; no Senate vote"
1381911,1,"Hastie, William Henry","Nominated to U.S. Court of Appeals for the Third Circuit, October 15, 1949; no Senate vote"
1381976,1,"Haynsworth, Clement Furman, Jr.","Nominated to Supreme Court of the United States, August 21, 1969; rejected by Senate, November 21, 1969"
1381981,1,"Hays, Paul Raymond","Nominated to U.S. Court of Appeals for the Second Circuit, September 23, 1961; no Senate vote"
1394476,1,"Hazel, George Jarrod","Nominated to U.S. District Court for the District of Maryland, September 25, 2013; no Senate vote"
1382016,1,"Heartfield, Thad","Nominated to U.S. District Court for the Eastern District of Texas, October 5, 1994; no Senate vote"
1391361,1,"Heaton, Joe L.","Nominated to U.S. District Court for the Western District of Oklahoma, August 2, 2001; no Senate vote"
1390396,1,"Heen, Walter Meheula","Nominated to U.S. District Court for the District of Hawaii, February 27, 1980; no Senate vote"
1390396,2,"Heen, Walter Meheula","Nominated to U.S. District Court for the District of Hawaii, January 8, 1981; nomination withdrawn by president, January 21, 1981"
8307871,1,"Heil, John Frederick III","Nominated to U.S. District Courts for the Eastern, Northern, and Western Districts of Oklahoma, December 2, 2019; no Senate vote"
1382061,1,"Hendren, Jimm Larry","Nominated to U.S. District Court for the Eastern District of Arkansas, October 24, 1991; nomination withdrawn by president, November 5, 1991"
1394541,1,"Hendricks, Bruce Howe","Nominated to U.S. District Court for the District of South Carolina, June 26, 2013; no Senate vote"
6831671,1,"Hendrix, James Wesley","Nominated to U.S. District Court for the Northern District of Texas, March 15, 2016; no Senate vote"
1382066,1,"Henley, Jesse Smith","Nominated to U.S. District Court for the Eastern District of Arkansas, February 24, 1958; no Senate vote"
1382066,2,"Henley, Jesse Smith","Nominated to U.S. District Court for the Eastern District of Arkansas, January 17, 1959; nomination withdrawn by president, August 18, 1959; appointed to another judicial position, September 8, 1959"
1382066,3,"Henley, Jesse Smith","Nominated to U.S. Court of Appeals for the Eighth Circuit, December 11, 1974; no Senate vote"
1382081,1,"Herlands, William Bernard","Nominated to U.S. District Court for the Southern District of New York, May 11, 1955; no Senate vote"
1393596,1,"Hernandez, Marco Antonio","Nominated to U.S. District Court for the District of Oregon, July 23, 2008; no Senate vote"
1393596,2,"Hernandez, Marco Antonio","Nominated to U.S. District Court for the District of Oregon, July 14, 2010; no Senate vote"
1390936,1,"Hibbler, William J.","Nominated to U.S. District Court for the Northern District of Illinois, September 16, 1998; no Senate vote"
1391341,1,"Hicks, Larry R.","Nominated to U.S. District Court for the District of Nevada, July 2, 1992; no Senate vote"
1391341,2,"Hicks, Larry R.","Nominated to U.S. District Court for the District of Nevada, August 2, 2001; no Senate vote"
1391831,1,"Hicks, S. Maurice, Jr.","Nominated to U.S. District Court for the Western District of Louisiana, September 12, 2002; no Senate vote"
1382131,1,"Higginbotham, Aloyisus Leon, Jr.","Nominated to U.S. District Court for the Eastern District of Pennsylvania, September 25, 1963; no Senate vote"
1382151,1,"Hill, Delmas Carl","Nominated to U.S. District Court for the District of Kansas, October 15, 1949; no Senate vote"
13705596,1,"Ho, Dale Edwin","Nominated to U.S. District Court for the Southern District of New York, September 30, 2021; no Senate vote"
13705596,2,"Ho, Dale Edwin","Nominated to U.S. District Court for the Southern District of New York, January 3, 2022; no Senate vote"
1391046,1,"Hochberg, Faith S.","Nominated to U.S. District Court for the District of New Jersey, November 27, 1995; no Senate vote"
8898346,1,"Holcomb, John William","Nominated to U.S. District Court for the Central District of California, November 21, 2019; no Senate vote"
1382291,1,"Holderman, James F.","Nominated to U.S. District Court for the Northern District of Illinois, September 6, 1984; no Senate vote"
1392476,1,"Holmes, Jerome A.","Nominated to U.S. District Court for the Northern District of Oklahoma, February 14, 2006; nomination withdrawn by president, May 4, 2006"
1382341,1,"Holmes, Oliver Wendell, Jr.","President issued recess appointment to Supreme Court of the United States, August 11, 1902, and subsequently cancelled appointment"
1393601,1,"Holmes, Paul Kinloch III","Nominated to U.S. District Court for the Western District of Arkansas, April 28, 2010; no Senate vote"
1391971,1,"Holwell, Richard J.","Nominated to U.S. District Court for the Southern District of New York, August 1, 2002; no Senate vote"
1382381,1,"Hooper, Frank Arthur","Nominated to U.S. District Court for the Northern District of Georgia, October 15, 1949; no Senate vote"
1382386,1,"Hopkins, James Campbell","Nominated to U.S. District Court for the Western District of Wisconsin, July 1, 1870; no Senate vote"
5197971,1,"Horan, Marilyn Jean","Nominated to U.S. District Court for the Western District of Pennsylvania, July 30, 2015; no Senate vote"
1393826,1,"Hornak, Mark Raymond","Nominated to U.S. District Court for the Western District of Pennsylvania, December 1, 2010; no Senate vote"
1390421,1,"Howard, Clinton Woodbury","Nominated to U.S. District Court for the Western District of Washington, August 19, 1912; no Senate vote"
1390421,2,"Howard, Clinton Woodbury","Nominated to U.S. District Court for the Western District of Washington, December 3, 1912; no Senate vote"
1391496,1,"Howard, Jeffrey R.","Nominated to U.S. Court of Appeals for the First Circuit, August 2, 2001; no Senate vote"
1392526,1,"Howard, Marcia Morales","Nominated to U.S. District Court for the Middle District of Florida, June 6, 2006; no Senate vote"
1382511,1,"Hughes, Sarah Tilghman","Nominated to U.S. District Court for the Northern District of Texas, September 25, 1961; no Senate vote"
1394511,1,"Humetewa, Diane Joyce","Nominated to U.S. District Court for the District of Arizona, September 19, 2013; no Senate vote"
1382541,1,"Humphreys, David Campbell","Nominated to U.S. District Courts for the Middle, Northern and Southern Districts of Alabama, January 13, 1873; Senate returned nomination to president, February 13, 1873"
1390411,1,"Hundley, Oscar Richard","Nominated to U.S. District Court for the Northern District of Alabama, December 3, 1907; no Senate vote"
1390411,2,"Hundley, Oscar Richard","Nominated to U.S. District Court for the Northern District of Alabama, December 8, 1908; no Senate vote"
1382561,1,"Hunt, William Henry","Nominated to U.S. Court of Customs Appeals (later U.S. Court of Customs and Patent Appeals), January 5, 1910; nomination withdrawn by president, February 22, 1910"
6839681,1,"Immergut, Karin Johanna","Nominated to U.S. District Court for the District of Oregon, June 11, 2018; no Senate vote"
1393656,1,"Jackson, Amy Berman","Nominated to U.S. District Court for the District of Columbia, June 17, 2010; no Senate vote"
1394151,1,"Jackson, Ketanji Brown","Nominated to U.S. District Court for the District of Columbia, September 20, 2012; no Senate vote"
1393746,1,"Jackson, Richard Brooke","Nominated to U.S. District Court for the District of Colorado, September 29, 2010; no Senate vote"
1392531,1,"Jarvey, John Alfred","Nominated to U.S. District Court for the Southern District of Iowa, June 28, 2006; no Senate vote"
1382771,1,"Jay, John","Nominated to be Chief Justice of the Supreme Court of the United States, December 18, 1800; confirmed, December 19, 1800; declined appointment"
13258771,1,"Jenkins, Lindsay Clayton","Nominated to U.S. District Court for the Northern District of Illinois, September 19, 2022; no Senate vote"
1382836,1,"Johnson, George E. Q.","Nominated to U.S. District Court for the Northern District of Illinois, December 7, 1932; no Senate vote"
1393441,1,"Johnson, Jed Joseph","Nominated to U.S. Customs Court, March 29, 1945; confirmed, April 3, 1945; declined appointment"
1382861,1,"Johnson, Thomas","Nominated to U.S. District Court for the District of Maryland, September 24, 1789; confirmed, September 26, 1789; declined appointment"
1382861,2,"Johnson, Thomas","Nominated to be chief judge of the Circuit Court of the District of Columbia, February 28, 1801; confirmed, March 3, 1801; declined appointment"
1391386,1,"Johnson, William Paul","Nominated to U.S. District Court for the District of New Mexico, August 2, 2001; no Senate vote"
13618506,1,"Johnstone, Anthony Devos","Nominated to U.S. Court of Appeals for the Ninth Circuit, September 6, 2022; no Senate vote"
1382901,1,"Jones, Edith Hollan","Nominated to U.S. Court of Appeals for the Fifth Circuit, September 17, 1984; no Senate vote"
1382911,1,"Jones, James Parker","Nominated to U.S. District Court for the Western District of Virginia, May 16, 1979; no Senate vote"
1393626,1,"Jones, Steve CarMichael","Nominated to U.S. District Court for the Northern District of Georgia, July 14, 2010; no Senate vote"
1392596,1,"Jonker, Robert James","Nominated to U.S. District Court for the Western District of Michigan, June 28, 2006; no Senate vote"
8653141,1,"Joseph, David Cleveland","Nominated to U.S. District Court for the Western District of Louisiana, December 2, 2019; no Senate vote"
13760711,1,"Joun, Myong Jin","Nominated to U.S. District Court for the District of Massachusetts, August 1, 2022; no Senate vote"
5373566,1,"Juneau, Michael Joseph","Nominated to U.S. District Court for the Western District of Louisiana, August 3, 2017; no Senate vote"
1391786,1,"Junell, Robert A.","Nominated to U.S. District Court for the Western District of Texas, July 18, 2002; no Senate vote"
5197976,1,"Jung, William Frederic","Nominated to U.S. District Court for the Middle District of Florida, July 10, 2008; no Senate vote"
5197976,2,"Jung, William Frederic","Nominated to U.S. District Court for the Middle District of Florida, April 28, 2016; no Senate vote"
6631056,1,"Kacsmaryk, Matthew Joseph","Nominated to U.S. District Court for the Northern District of Texas, September 7, 2017; no Senate vote"
6631056,2,"Kacsmaryk, Matthew Joseph","Nominated to U.S. District Court for the Northern District of Texas, January 8, 2018; no Senate vote"
1393281,1,"Kagan, Elena","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, June 17, 1999; no Senate vote"
13373966,1,"Kahn, Maria Araujo","Nominated to U.S. Court of Appeals for the Second Circuit, August 1, 2022; no Senate vote"
1392961,1,"Kallon, Abdul K.","Nominated to U.S. Court of Appeals for the Eleventh Circuit, February 11, 2016; no Senate vote"
1383036,1,"Kalodner, Harry Ellis","Nominated to U.S. Court of Appeals for the Third Circuit, May 7, 1946; nomination withdrawn by president, May 21, 1946"
1392566,1,"Kapala, Frederick J.","Nominated to U.S. District Court for the Northern District of Illinois, December 5, 2006; no Senate vote"
13761892,1,"Kasubhai, Mustafa Taher","Nominated to U.S. District Court for the District of Oregon, September 18, 2023; no Senate vote"
13761331,1,"Kato, Kenly Kiya","Nominated to U.S. District Court for the Central District of California, December 15, 2021; no Senate vote"
1383086,1,"Kaufman, Irving Robert","Nominated to U.S. District Court for the Southern District of New York, October 15, 1949; no Senate vote"
1383091,1,"Kaufman, Samuel Hamilton","Nominated to U.S. District Court for the Southern District of New York, May 17, 1948; no Senate vote"
1383091,2,"Kaufman, Samuel Hamilton","Nominated to U.S. District Court for the Southern District of New York, July 29, 1948; no Senate vote"
1392406,1,"Kavanaugh, Brett M.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, July 25, 2003; no Senate vote"
1392406,2,"Kavanaugh, Brett M.","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, February 14, 2005; no Senate vote"
1394121,1,"Kayatta, William Joseph, Jr.","Nominated to U.S. Court of Appeals for the First Circuit, January 23, 2012; no Senate vote"
1383131,1,"Keenan, John Fontaine","Nominated to U.S. District Court for the Southern District of New York, July 21, 1983; no Senate vote"
1394226,1,"Kelly, Claire Rita","Nominated to U.S. Court of International Trade, November 14, 2012; no Senate vote"
1390941,1,"Kennelly, Matthew F.","Nominated to U.S. District Court for the Northern District of Illinois, September 16, 1998; no Senate vote"
1394796,1,"Ketchmark, Roseann Ambrosia","Nominated to U.S. District Court for the Western District of Missouri, November 20, 2014; no Senate vote"
1392731,1,"Kethledge, Raymond M.","Nominated to U.S. Court of Appeals for the Sixth Circuit, June 28, 2006; no Senate vote"
13761566,1,"Kiel, Edward Sunyol","Nominated to U.S. District Court for the District of New Jersey, October 4, 2023; no Senate vote"
7815626,1,"Kindred, Joshua Michael","Nominated to U.S. District Court for the District of Alaska, November 21, 2019; no Senate vote"
1383351,1,"Kirkland, James Robert","Nominated to U.S. District Court for the District of Columbia, October 17, 1949; no Senate vote"
13761336,1,"Kobick, Julia Eleanor","Nominated to U.S. District Court for the District of Massachusetts, August 1, 2022; no Senate vote"
1393231,1,"Koh, Lucy Haeran","Nominated to U.S. Court of Appeals for the Ninth Circuit, February 25, 2016; no Senate vote"
13761466,1,"Kolar, Joshua Paul","Nominated to U.S. Court of Appeals for the Seventh Circuit, July 27, 2023; no Senate vote"
1383461,1,"Kollar-Kotelly, Colleen","Nominated to U.S. District Court for the District of Columbia, March 29, 1996; no Senate vote"
7460631,1,"Komitee, Eric Ross","Nominated to U.S. District Court for the Eastern District of New York, May 15, 2018; no Senate vote"
1383491,1,"Kovachevich, Elizabeth Anne","Nominated to U.S. District Court for the Middle District of Florida, June 11, 1976; no Senate vote"
7223861,1,"Kovner, Rachel Peter","Nominated to U.S. District Court for the Eastern District of New York, May 15, 2018; no Senate vote"
1383501,1,"Kraft, C[harles] William, Jr.","Nominated to U.S. District Court for the Eastern District of Pennsylvania, May 20, 1955; no Senate vote"
1393676,1,"Kronstadt, John Arnold","Nominated to U.S. District Court for the Central District of California, November 17, 2010; no Senate vote"
1383616,1,"La Plata, George","Nominated to U.S. District Court for the Eastern District of Michigan, September 11, 1984; no Senate vote"
1383556,1,"Lacombe, Emile Henry","Nominated to U.S. Circuit Courts for the Second Circuit, December 20, 1887; nomination withdrawn by president, February 27, 1888"
13761491,1,"Laroski, Joseph A., Jr.","Nominated to U.S. Court of International Trade, July 11, 2023; no Senate vote"
1394551,1,"Lauck, M[ary] Hannah","Nominated to U.S. District Court for the Eastern District of Virginia, December 19, 2013; no Senate vote"
13338911,1,"Lawless, Colleen Rae","Nominated to U.S. District Court for the Central District of Illinois, September 6, 2022; no Senate vote"
1393381,1,"Lawrence, Charles Drummond","Nominated to U.S. Customs Court, December 11, 1942; no Senate vote"
1390531,1,"Lazzara, Richard A.","Nominated to U.S. District Court for the Middle District of Florida, May 9, 1996; no Senate vote"
13761571,1,"Lee, Eumi Kim","Nominated to U.S. District Court for the Northern District of California, July 27, 2023; no Senate vote"
6453086,1,"Lee, Kenneth Kiyul","Nominated to U.S. Court of Appeals for the Ninth Circuit, November 13, 2018; no Senate vote"
13761521,1,"Leibowitz, David Seymour","Nominated to U.S. District Court for the Southern District of Florida, November 6, 2023; no Senate vote"
6731091,1,"Leichty, Damon Ray","Nominated to U.S. Distrct Court for the Northern District of Indiana, July 17, 2018; no Senate vote"
1391661,1,"Leighton, Ronald B.","Nominated to U.S. District Court for the Western District of Washington, April 30, 1992; no Senate vote"
1394391,1,"Leitman, Matthew Frederick","Nominated to U.S. District Court for the Eastern District of Michigan, July 25, 2013; no Senate vote"
1393396,1,"Lenroot, Irvine Luther","Nominated to U.S. Court of Customs Appeals (later U.S. Court of Customs and Patent Appeals), February 14, 1929; no Senate vote"
1394461,1,"Levy, Jon David","Nominated to U.S. District Court for the District of Maine, September 19, 2013; no Senate vote"
1394396,1,"Levy, Judith Ellen","Nominated to U.S. District Court for the Eastern District of Michigan, July 25, 2013; no Senate vote"
1383901,1,"Lieb, Joseph Patrick","Nominated to U.S. District Court for the Southern District of Florida, July 30, 1955; no Senate vote"
7545471,1,"Liman, Lewis Jeffrey","Nominated to U.S. District Court for the Southern District of New York, May 15, 2018; no Senate vote"
13761006,1,"Lin, Rita Faye","Nominated to U.S. District Court for the Northern District of California, August 1, 2022; no Senate vote"
1392536,1,"Lioi, Sara Elizabeth","Nominated to U.S. District Court for the Northern District of Ohio, July 13, 2006; no Senate vote"
1394446,1,"Lipman, Sheryl Halle","Nominated to U.S. District Court for the Western District of Tennessee, August 1, 2013; no Senate vote"
1392571,1,"Livingston, Debra Ann","Nominated to U.S. Court of Appeals for the Second Circuit, June 28, 2006; no Senate vote"
1383961,1,"Livingston, Henry Brockholst","Received recess appointment to U.S. District Court for the District of New York, May 16, 1805; declined appointment"
1394501,1,"Logan, Steven Paul","Nominated to U.S. District Court for the District of Arizona, September 19, 2013; no Senate vote"
1392431,1,"Ludington, Thomas Lamson","Nominated to U.S. District Court for the Eastern District of Michigan, September 12, 2002; no Senate vote"
1392431,2,"Ludington, Thomas Lamson","Nominated to U.S. District Court for the Eastern District of Michigan, January 7, 2003; no Senate vote"
13761461,1,"Lund, Gretchen Suzanne","Nominated to U.S. District Court for the Northern District of Indiana, November 27, 2023; no Senate vote"
1384156,1,"Lynch, Sandra Lea","Nominated to U.S. Court of Appeals for the First Circuit, September 19, 1994; no Senate vote"
1392601,1,"Maloney, Paul Lewis","Nominated to U.S. District Court for the Western District of Michigan, June 28, 2006; no Senate vote"
1393821,1,"Mariani, Robert David","Nominated to U.S. District Court for the Middle District of Pennsylvania, December 1, 2010; no Senate vote"
5018796,1,"Marks, Emily Coody","Nominated to U.S. District Court for the Middle District of Alabama, September 7, 2017; no Senate vote"
1394516,1,"Márquez, Rosemary","Nominated to U.S. District Court for the District of Arizona, June 23, 2011; no Senate vote"
1394516,2,"Márquez, Rosemary","Nominated to U.S. District Court for the District of Arizona, January 4, 2013; no Senate vote"
1384366,1,"Marshall, Thurgood","Nominated to U.S. Court of Appeals for the Second Circuit, September 23, 1961; no Senate vote"
13328856,1,"Martinez-Olguin, Araceli","Nominated to U.S. District Court for the Northern District of California, August 1, 2022; no Senate vote"
1394536,1,"Mastroianni, Mark Gerald","Nominated to U.S. District Court for the District of Massachusetts, September 24, 2013; no Senate vote"
6130381,1,"Matey, Paul Brian","Nominated to U.S. Court of Appeals for the Third Circuit, April 12, 2018; no Senate vote"
