"nid","Sequence","Judge.Name","Other.Nominations.Recess.Appointments"
1390631,1,"Sloan, Richard Elihu","Nominated to U.S. District Court for the District of Arizona, March 1, 1912; no Senate vote"
1390631,2,"Sloan, Richard Elihu","Nominated to U.S. District Court for the District of Arizona, December 3, 1912; no Senate vote"
1394426,1,"Smith, Edward George","Nominated to U.S. District Court for the Eastern District of Pennsylvania, August 1, 2013; no Senate vote"
1393501,1,"Smith, James Francis","Nominated to U.S. Court of Customs Appeals (later U.S. Court of Customs and Patent Appeals), January 5, 1910; nomination withdrawn by president, February 22, 1910"
1387976,1,"Smith, John Joseph","Nominated to U.S. Court of Appeals for the Second Circuit, August 27, 1959; no Senate vote"
1391576,1,"Smith, Lavenski R.","Nominated to U.S. Court of Appeals for the Eighth Circuit, May 22, 2001; no Senate vote"
1392521,1,"Smith, N[orman] Randy","Nominated to U.S. Court of Appeals for the Ninth Circuit, December 16, 2005; no Senate vote"
1392521,2,"Smith, N[orman] Randy","Nominated to U.S. Court of Appeals for the Ninth Circuit, September 5, 2006; no Senate vote"
1392521,3,"Smith, N[orman] Randy","Nominated to U.S. Court of Appeals for the Ninth Circuit, November 15, 2006; no Senate vote"
1392521,4,"Smith, N[orman] Randy","Nominated to U.S. Court of Appeals for the Ninth Circuit, January 9, 2007; nomination withdrawn by president, January 16, 2007"
6595041,1,"Smith, Rodney","Nominated to U.S. District Court for the Southern District of Florida, May 7, 2018; no Senate vote"
1388016,1,"Smith, Talbot","Nominated to U.S. District Court for the Eastern District of Michigan, September 23, 1961; no Senate vote"
1391696,1,"Smith, William E.","Nominated to U.S. Court of Appeals for the First Circuit, December 6, 2007; no Senate vote"
1391311,1,"Smith Camp, Laurie","Nominated to U.S. District Court for the District of Nebraska, June 19, 2001; no Senate vote"
13761526,1,"Sneed, Julie Simone","Nominated to U.S. District Court for the Middle District of Florida, November 6, 2023; no Senate vote"
1390571,1,"Snyder, Christina A.","Nominated to U.S. District Court for the Central District of California, May 15, 1996; no Senate vote"
1388061,1,"Sobeloff, Simon E.","Nominated to U.S. Court of Appeals for the Fourth Circuit, July 14, 1955; no Senate vote"
1388076,1,"Solomon, Gus Jerome","Nominated to U.S. District Court for the District of Oregon, October 15, 1949; no Senate vote"
1394556,1,"Sorokin, Leo Theodore","Nominated to U.S. District Court for the District of Massachusetts, December 19, 2013; no Senate vote"
1394526,1,"Soto, James Alan","Nominated to U.S. District Court for the District of Arizona, December 19, 2013; no Senate vote"
1392651,1,"Southwick, Leslie","Nominated to U.S. District Court for the Southern District of Mississippi, June 6, 2006; no Senate vote"
1388126,1,"Spears, Adrian Anthony","Nominated to U.S. District Court for the Western District of Texas, September 25, 1961; no Senate vote"
1388151,1,"Sporkin, Stanley","Nominated to U.S. District Court for the District of Columbia, June 28, 1984; no Senate vote"
1388166,1,"Sprizzo, John Emilio","Nominated to U.S. District Court for the Southern District of New York, June 2, 1980; no Senate vote"
1394216,1,"Srinivasan, Srikanth","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, June 11, 2012; no Senate vote"
1392921,1,"Stanceu, Timothy C.","Nominated to U.S. Court of International Trade, December 19, 2001; no Senate vote"
1393291,1,"Stark, Leonard Philip","Nominated to U.S. Court of Appeals for the Federal Circuit, November 3, 2021; no Senate vote"
1388256,1,"Starr, Kenneth Winston","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, July 13, 1983; no Senate vote"
1391766,1,"Steele, William H.","Nominated to U.S. Court of Appeals for the Eleventh Circuit, October 9, 2001; no Senate vote"
1388286,1,"Stein, Sidney H.","Nominated to U.S. District Court for the Southern District of New York, September 14, 1994; no Senate vote"
1394791,1,"Stoll, Kara Farnandez","Nominated to U.S. Court of Appeals for the Federal Circuit, November 12, 2014; no Senate vote"
4097796,1,"Stras, David Ryan","Nominated to U.S. Court of Appeals for the Eighth Circuit, May 8, 2017; no Senate vote"
13367441,1,"Subramanian, Arun Srinivas","Nominated to U.S. District Court for the Southern District of New York, September 6, 2022; no Senate vote"
1388426,1,"Sugarman, Sidney","Nominated to U.S. District Court for the Southern District of New York, October 15, 1949; no Senate vote"
1391886,1,"Sutton, Jeffrey S.","Nominated to U.S. Court of Appeals for the Sixth Circuit, May 9, 2001; no Senate vote"
1391886,2,"Sutton, Jeffrey S.","Nominated to U.S. Court of Appeals for the Sixth Circuit, September 4, 2001; no Senate vote"
1388466,1,"Swaim, Hardress Nathan","Nominated to U.S. Court of Appeals for the Seventh Circuit, October 15, 1949; no Senate vote"
12007541,1,"Sweeney, Charlotte Noelle","Nominated to U.S. District Court for the District of Colorado, August 5, 2021; no Senate vote"
1388511,1,"Switzer, Carroll O.","Nominated to U.S. District Court for the Southern District of Iowa, June 9, 1949; no Senate vote"
1388511,2,"Switzer, Carroll O.","Nominated to U.S. District Court for the Southern District of Iowa, January 5, 1950; rejected by Senate, August 9, 1950; resigned, August 9, 1950"
1390611,1,"Tagle, Hilda G.","Nominated to U.S. District Court for the Southern District of Texas, August 10, 1995; no Senate vote"
1394486,1,"Talwani, Indira","Nominated to U.S. District Court for the District of Massachusetts, September 24, 2013; no Senate vote"
1388551,1,"Tamm, Edward Allen","Nominated to District Court of the U.S. for the District of Columbia (now U.S. District Court for the District of Columbia), February 3, 1948; no Senate vote"
1388551,2,"Tamm, Edward Allen","Nominated to District Court of the U.S. for the District of Columbia (now U.S. District Court for the District of Columbia), July 29, 1948; no Senate vote"
1388556,1,"Taney, Roger Brooke","Nominated to Supreme Court of the United States, January 15, 1835; no Senate vote"
1390406,1,"Tappan, Benjamin","Nominated to U.S. District Court for the District of Ohio, January 20, 1834; rejected by Senate, May 29, 1834"
1394141,1,"Taranto, Richard Gary","Nominated to U.S. Court of Appeals for the Federal Circuit, November 10, 2011; no Senate vote"
1388591,1,"Tavares, Cyrus Nils","Nominated to U.S. District Court for the District of Hawaii, January 14, 1960; no Senate vote"
5019311,1,"Teeter, Holly Lou","Nominated to U.S. District Court for the District of Kansas, August 3, 2017; no Senate vote"
1393986,1,"Tharp, John Joseph, Jr.","Nominated to U.S. District Court for the Northern District of Illinois, July 31, 2008; no Senate vote"
1388716,1,"Thomas, William Kernahan","Nominated to U.S. District Court for the Northern District of Ohio, October 18, 1965; no Senate vote"
11976526,1,"Thompson, Trina Lynn","Nominated to U.S. District Court for the Northern District of California, November 3, 2021; no Senate vote"
1388791,1,"Thornberry, William Homer","Nominated to Supreme Court of the United States, June 26, 1968; nomination withdrawn by president, October 4, 1968"
1388796,1,"Thornburg, Lacy Herman","Nominated to U.S. District Court for the Western District of North Carolina, October 5, 1994; no Senate vote"
1390576,1,"Thrash, Thomas W., Jr.","Nominated to U.S. District Court for the Northern District of Georgia, May 15, 1996; no Senate vote"
1390731,1,"Tilson, William Josiah","Nominated to U.S. District Court for the Middle District of Georgia, June 9, 1926; nomination withdrawn by president, June 19, 1926"
1390731,2,"Tilson, William Josiah","Nominated to U.S. District Court for the Middle District of Georgia, December 7, 1926; nomination withdrawn by president, February 8, 1927"
1388821,1,"Timbers, William Homer","Nominated to U.S. District Court for the District of Connecticut, August 27, 1959; no Senate vote"
1388861,1,"Tolin, Ernest Allen","Nominated to U.S. District Court for the Southern District of California, October 18, 1951; no Senate vote"
1394176,1,"Torres, Analisa Nadine","Nominated to U.S. District Court for the Southern District of New York, November 14, 2012; no Senate vote"
1388876,1,"Torruella, Juan R.","Nominated to U.S. District Court for the District of Puerto Rico, May 28, 1974; no Senate vote"
1393621,1,"Totenberg, Amy Mil","Nominated to U.S. District Court for the Northern District of Georgia, March 17, 2010; no Senate vote"
1388891,1,"Trager, David G.","Nominated to U.S. District Court for the Eastern District of New York, November 27, 1991; no Senate vote"
11696401,1,"Traum, Anne Rachel","Nominated to U.S. District Court for the District of Nevada, April 28, 2016; no Senate vote"
11696401,2,"Traum, Anne Rachel","Nominated to U.S. District Court for the District of Nevada, November 3, 2021; no Senate vote"
6445071,1,"Truncale, Michael Joseph","Nominated to U.S. District Court for the Eastern District of Texas, January 23, 2018; no Senate vote"
1394506,1,"Tuchi, John Joseph","Nominated to U.S. District Court for the District of Arizona, September 19, 2013; no Senate vote"
1388986,1,"Turner, Ezekiel B.","Nominated to U.S. District Court for the Northern District of Texas, March 1, 1879; no Senate vote"
1388986,2,"Turner, Ezekiel B.","Nominated to U.S. District Court for the Northern District of Texas, March 19, 1879; rejected by Senate, April 2, 1879"
1391791,1,"Tymkovich, Timothy M.","Nominated to U.S. Court of Appeals for the Tenth Circuit, May 25, 2001; no Senate vote"
1391791,2,"Tymkovich, Timothy M.","Nominated to U.S. Court of Appeals for the Tenth Circuit, September 4, 2001; no Senate vote"
1393706,1,"Urbanski, Michael Francis","Nominated to U.S. District Court for the Western District of Virginia, December 1, 2010; no Senate vote"
9215661,1,"Vaden, Stephen Alexander","Nominated to U.S. Court of International Trade, October 17, 2019; no Senate vote"
1389056,1,"Van Antwerpen, Franklin Stuart","Nominated to U.S. Court of Appeals for the Third Circuit, September 11, 1991; no Senate vote"
1389076,1,"Van Dusen, Francis Lund","Nominated to U.S. District Court for the Eastern District of Pennsylvania, March 29, 1954; no Senate vote"
1389081,1,"Van Fleet, William Cary","President issued recess appointment to U.S. District Court for the Northern District of California, March 4, 1907, and subsequently cancelled appointment"
1391756,1,"Varlan, Thomas A.","Nominated to U.S. District Court for the Eastern District of Tennessee, October 10, 2002; no Senate vote"
1389141,1,"Varner, Robert Edward","Nominated to U.S. District Court for the Middle District of Alabama, December 4, 1970; no Senate vote"
1389146,1,"Vaught, Edgar Sullins","Nominated to U.S. District Court for the Western District of Oklahoma, May 26, 1928; no Senate vote"
13704086,1,"Vera, Hernán Diego","Nominated to U.S. District Court for the Central District of California, September 20, 2021; no Senate vote"
13704086,2,"Vera, Hernán Diego","Nominated to U.S. District Court for the Central District of California, January 3, 2022; no Senate vote"
6455091,1,"Vitter, Wendy Baldwin","Nominated to U.S. District Court for the Eastern District of Louisiana, January 23, 2018; no Senate vote"
1389221,1,"Vukasin, John P., Jr.","Nominated to U.S. District Court for the Northern District of California, December 17, 1982; no Senate vote"
1389221,2,"Vukasin, John P., Jr.","Nominated to U.S. District Court for the Northern District of California, January 31, 1983; no Senate vote"
7545456,1,"Vyskocil, Mary Kay","Nominated to U.S. District Court for the Southern District of New York, May 15, 2018; no Senate vote"
1389251,1,"Waldman, Jay Carl","Nominated to U.S. Court of Appeals for the Third Circuit, July 26, 1991; no Senate vote"
13328846,1,"Walker, Jamar Kentrell","Nominated to U.S. District Court for the Eastern District of Virginia, July 13, 2022; no Senate vote"
1389286,1,"Walker, Vaughn R.","Nominated to U.S. District Court for the Northern District of California, December 18, 1987; no Senate vote"
1389286,2,"Walker, Vaughn R.","Nominated to U.S. District Court for the Northern District of California, February 28, 1989; no Senate vote"
1389331,1,"Walter, Donald Ellsworth","Nominated to U.S. District Court for the Western District of Louisiana, August 5, 1976; no Senate vote"
1389331,2,"Walter, Donald Ellsworth","Nominated to U.S. District Court for the Western District of Louisiana, October 5, 1984; no Senate vote"
1391526,1,"Walter, John F.","Nominated to U.S. District Court for the Central District of California, March 20, 1992; no Senate vote"
1391301,1,"Walton, Reggie B.","Nominated to U.S. District Court for the District of Columbia, June 20, 2001; no Senate vote"
13761481,1,"Wang, Lisa Wen-Jia","Nominated to U.S. Court of International Trade, July 11, 2023; no Senate vote"
1389341,1,"Wanger, Oliver Winston","Nominated to U.S. District Court for the Eastern District of California, September 21, 1990; no Senate vote"
1389381,1,"Ware, James","Nominated to U.S. Court of Appeals for the Ninth Circuit, June 27, 1997; nomination withdrawn by president, November 7, 1997"
1389391,1,"Warlick, Wilson","Nominated to U.S. District Court for the Western District of North Carolina, April 2, 1948; no Senate vote"
1389421,1,"Washington, George Thomas","Nominated to U.S. Court of Appeals for the District of Columbia Circuit, October 15, 1949; no Senate vote"
1389451,1,"Watkins, Robert Dorsey","Nominated to U.S. District Court for the District of Maryland, July 30, 1955; no Senate vote"
1389461,1,"Watson, Albert Leisenring","Nominated to U.S. District Court for the Middle District of Pennsylvania, June 8, 1929; no Senate vote"
1394181,1,"Watson, Derrick Kahala","Nominated to U.S. District Court for the District of Hawaii, November 14, 2012; no Senate vote"
1392936,1,"Watson, James Lopez","Nominated to U.S. Customs Court, October 6, 1965; no Senate vote"
1389501,1,"Weber, Herman Jacob","Nominated to U.S. District Court for the Southern District of Ohio, September 17, 1984; no Senate vote"
1389556,1,"Weinstein, Jack Bertrand","Nominated to U.S. District Court for the Eastern District of New York, October 17, 1966; no Senate vote"
1389576,1,"Wellford, Harry Walker","Nominated to U.S. Court of Appeals for the Sixth Circuit, August 4, 1976; no Senate vote"
1389636,1,"Westenhaver, David C.","Nominated to U.S. District Court for the Northern District of Ohio, February 19, 1917; no Senate vote"
6731081,1,"Wetherell, T. Kent II","Nominated to U.S. District Court for the Northern District of Florida, May 7, 2018; no Senate vote"
1389661,1,"Wheat, Alfred Adams","Nominated to U.S. District Court for the Eastern District of New York, February 28, 1929; no Senate vote"
1392726,1,"White, Helene N.","Nominated to U.S. Court of Appeals for the Sixth Circuit, January 7, 1997; no Senate vote"
1392726,2,"White, Helene N.","Nominated to U.S. Court of Appeals for the Sixth Circuit, January 26, 1999; no Senate vote"
1392726,3,"White, Helene N.","Nominated to U.S. Court of Appeals for the Sixth Circuit, January 3, 2001; nomination withdrawn by president, March 19, 2001"
1394606,1,"White, Ronnie Lee","Nominated to U.S. District Court for the Eastern District of Missouri, June 26, 1997; no Senate vote"
1394606,2,"White, Ronnie Lee","Nominated to U.S. District Court for the Eastern District of Missouri, January 26, 1999; rejected by Senate, October 5, 1999"
1394606,3,"White, Ronnie Lee","Nominated to U.S. District Court for the Eastern District of Missouri, November 7, 2013; no Senate vote"
13328851,1,"Whitehead, Jamal Norman","Nominated to U.S. District Court for the Western District of Washington, July 13, 2022; no Senate vote"
1389736,1,"Wiener, Jacques Loeb, Jr.","Nominated to U.S. Court of Appeals for the Fifth Circuit, June 27, 1988; no Senate vote"
1389746,1,"Wilbur, Curtis Dwight","Nominated to U.S. Court of Appeals for the Ninth Circuit, March 1, 1929; no Senate vote"
1389761,1,"Wilkerson, James Herbert","Nominated to U.S. Court of Appeals for the Seventh Circuit, January 12, 1932; no Senate vote"
1389796,1,"Wilkinson, James Harvie III","Nominated to U.S. Court of Appeals for the Fourth Circuit, November 10, 1983; no Senate vote"
1389816,1,"Williams, Ann Claire","Nominated to U.S. District Court for the Northern District of Illinois, October 5, 1984; no Senate vote"
1393756,1,"Williams, Kathleen Mary","Nominated to U.S. District Court for the Southern District of Florida, July 21, 2010; no Senate vote"
8479971,1,"Wilson, Cory Todd","Nominated to U.S. District Court for the Southern District of Mississippi, October 15, 2019; no Senate vote"
8479971,2,"Wilson, Cory Todd","Nominated to U.S. District Court for the Southern District of Mississippi, January 6, 2020; withdrawn by president, May 4, 2020"
1390891,1,"Winch, Joel C. C.","Nominated to U.S. District Court for the Eastern District of Texas, December 15, 1870; no Senate vote"
6631561,1,"Winsor, Allen Cothrel","Nominated to U.S. District Court for the Northern District of Florida, April 10, 2018; no Senate vote"
1389986,1,"Withey, Solomon Lewis","Nominated to U.S. District Court for the Western District of Michigan, February 26, 1863; no Senate vote"
1389986,2,"Withey, Solomon Lewis","Nominated to U.S. Circuit Courts for the Sixth Circuit, December 17, 1869; confirmed, December 22, 1869; declined appointment"
1390001,1,"Wolf, Mark Lawrence","Nominated to U.S. District Court for the District of Massachusetts, October 5, 1984; no Senate vote"
6385006,1,"Wolson, Joshua David","Nominated to U.S. District Court for the Eastern District of Pennsylvania, May 15, 2018; no Senate vote"
1392491,1,"Wood, Lisa Godbey","Nominated to U.S. District Court for the Southern District of Georgia, June 12, 2006; no Senate vote"
1390126,1,"Woolsey, John Munro","Nominated to U.S. District Court for the Southern District of New York, February 28, 1929; no Senate vote"
1391366,1,"Wooten, Terry L.","Nominated to U.S. District Court for the District of South Carolina, June 18, 2001; no Senate vote"
1390161,1,"Wright, James Skelly","Nominated to U.S. District Court for the Eastern District of Louisiana, October 15, 1949; no Senate vote"
1392546,1,"Wright, Otis D. II","Nominated to U.S. District Court for the Central District of California, September 5, 2006; no Senate vote"
1392551,1,"Wu, George H.","Nominated to U.S. District Court for the Central District of California, September 5, 2006; no Senate vote"
1390186,1,"Wylie, Andrew","Nominated to Supreme Court of the District of Columbia (now U.S. District Court for the District of Columbia), March 10, 1863; confirmed, March 12, 1863; Senate voted to reconsider confirmation, March 13, 1863; no subsequent Senate vote"
1390191,1,"Wyman, Alfred Lee","Nominated to U.S. District Court for the District of South Dakota, March 1, 1929; no Senate vote"
1393301,1,"Wynn, James Andrew, Jr.","Nominated to U.S. Court of Appeals for the Fourth Circuit, August 5, 1999; no Senate vote"
1393301,2,"Wynn, James Andrew, Jr.","Nominated to U.S. Court of Appeals for the Fourth Circuit, January 3, 2001; nomination withdrawn by president, March 19, 2001"
6273451,1,"Wyrick, Patrick Robert","Nominated to U.S. District Court for the Western District of Oklahoma, April 10, 2018; no Senate vote"
1390241,1,"Young, William G.","Nominated to U.S. District Court for the District of Massachusetts, September 11, 1984; no Senate vote"
6839686,1,"Younge, John Milton","Nominated to U.S. District Court for the Eastern District of Pennsylvania, July 30, 2015; no Senate vote"
6839686,2,"Younge, John Milton","Nominated to U.S. District Court for the Eastern District of Pennsylvania, July 17, 2018; no Senate vote"
