"nid","Sequence","Judge.Name","School","Degree","Degree.Year"
1393956,3,"Wimes, Brian Curtis","Texas Southern University, Thurgood Marshall School of Law","J.D.","1994"
1390891,1,"Winch, Joel C. C.","Read law","","1858"
1389931,1,"Winder, David Keith","University of Utah","B.A.","1955"
1389931,2,"Winder, David Keith","Stanford Law School","LL.B.","1958"
1389936,1,"Wing, Francis Joseph","Harvard University",""," "
1389936,2,"Wing, Francis Joseph","Read law","","1874"
1389941,1,"Wingate, Henry Travillion","Grinnell College","B.A.","1969"
1389941,2,"Wingate, Henry Travillion","Yale Law School","J.D.","1972"
1389946,1,"Winmill, B. Lynn","Idaho State University","B.A.","1974"
1389946,2,"Winmill, B. Lynn","Harvard Law School","J.D.","1977"
1389951,1,"Winner, Fred M.","University of Colorado","B.A., B.S.","1933"
1389951,2,"Winner, Fred M.","University of Colorado Law School","LL.B.","1936"
1389956,1,"Winslow, Francis Asbury","City College of New York","B.S.","1887"
1389956,2,"Winslow, Francis Asbury","Columbia Law School","LL.B.","1889"
6631561,1,"Winsor, Allen Cothrel","Auburn University","B.S.B.A.","1997"
6631561,2,"Winsor, Allen Cothrel","University of Florida Fredric G. Levin College of Law","J.D.","2002"
1389961,1,"Winter, Harrison Lee","Johns Hopkins University","A.B.","1942"
1389961,2,"Winter, Harrison Lee","University of Maryland School of Law (now Francis King Carey School of Law)","LL.B.","1944"
1389966,1,"Winter, Ralph K., Jr.","Yale University","B.A.","1957"
1389966,2,"Winter, Ralph K., Jr.","Yale Law School","LL.B.","1960"
1389971,1,"Wisdom, John Minor","Washington and Lee University","A.B.","1925"
1389971,2,"Wisdom, John Minor","Tulane University Law School","LL.B.","1929"
1389976,1,"Wise, Henry Seiler","Washington University in St. Louis","A.B.","1933"
1389976,2,"Wise, Henry Seiler","Washington University School of Law","LL.B.","1933"
13761909,1,"Wise, Noël","University of Nevada, Las Vegas","B.S.","1989"
13761909,2,"Wise, Noël","Nova University (now Nova Southeastern University) Shepard Broad Law Center","J.D.","1993"
13761909,3,"Wise, Noël","Stanford Law School","J.S.M.","2002"
1389981,1,"Wiseman, Thomas Anderton, Jr.","Vanderbilt University","B.A.","1952"
1389981,2,"Wiseman, Thomas Anderton, Jr.","Vanderbilt University Law School","J.D.","1954"
1389981,3,"Wiseman, Thomas Anderton, Jr.","University of Virginia School of Law","LL.M.","1990"
1389986,1,"Withey, Solomon Lewis","Read law","","1843"
1389991,1,"Witmer, Charles B.","Central Pennsylvania Business School (now Central Penn College)","A.B.","1883"
1389991,2,"Witmer, Charles B.","Read law","","1887"
1389996,1,"Wolcott, Oliver","Yale College","","1778"
1389996,2,"Wolcott, Oliver","Read law","","1781"
1390001,1,"Wolf, Mark Lawrence","Yale University","B.A.","1968"
1390001,2,"Wolf, Mark Lawrence","Harvard Law School","J.D.","1971"
1394321,1,"Wolford, Elizabeth Ann","Colgate University","B.A.","1989"
1394321,2,"Wolford, Elizabeth Ann","Notre Dame Law School","J.D.","1992"
1391731,1,"Wolfson, Freda L.","Rutgers University","B.A.","1976"
1391731,2,"Wolfson, Freda L.","Rutgers School of Law -- Newark","J.D.","1979"
1390006,1,"Wolin, Alfred M.","University of Michigan","B.A.","1954"
1390006,2,"Wolin, Alfred M.","Rutgers School of Law -- Newark","J.D.","1959"
1390011,1,"Wolle, Charles Robert","Harvard College","A.B.","1959"
1390011,2,"Wolle, Charles Robert","University of Iowa College of Law","J.D.","1961"
1390016,1,"Wollenberg, Albert Charles","University of California, Berkeley","A.B.","1922"
1390016,2,"Wollenberg, Albert Charles","University of California, Berkeley, School of Jurisprudence","J.D.","1924"
1390021,1,"Wollman, Roger Leland","Tabor College","B.A.","1957"
1390021,2,"Wollman, Roger Leland","University of South Dakota School of Law (now Knudson School of Law)","J.D.","1962"
1390021,3,"Wollman, Roger Leland","Harvard Law School","LL.M.","1964"
6385006,1,"Wolson, Joshua David","University of Pennsylvania","B.A.","1996"
6385006,2,"Wolson, Joshua David","Harvard Law School","J.D.","1999"
1390026,1,"Wolverton, Charles Edwin","Christian College (now Western Oregon State University)","B.S.","1871"
1390026,2,"Wolverton, Charles Edwin","Christian College (now Western Oregon State University)","A.B.","1872"
1390026,3,"Wolverton, Charles Edwin","Kentucky University (later Transylvania University) Department of Law","LL.B.","1874"
1390031,1,"Wong, Dick Yin","University of Hawaii","B.A.","1942"
1390031,2,"Wong, Dick Yin","University of Hawaii","M.A.","1944"
1390031,3,"Wong, Dick Yin","Northwestern University School of Law (now Pritzker School of Law)","J.D.","1950"
1394291,1,"Wood, Andrea Robin","University of Chicago","B.A.","1995"
1394291,2,"Wood, Andrea Robin","Yale Law School","J.D.","1998"
1390036,1,"Wood, Diane Pamela","University of Texas","B.A.","1971"
1390036,2,"Wood, Diane Pamela","University of Texas School of Law","J.D.","1975"
1390041,1,"Wood, Harlington, Jr.","University of Illinois","A.B.","1942"
1390041,2,"Wood, Harlington, Jr.","University of Illinois College of Law","J.D.","1948"
1390046,1,"Wood, Harold Kenneth","Colgate University","A.B.","1927"
1390046,2,"Wood, Harold Kenneth","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1934"
1390051,1,"Wood, John Howland, Jr.","St. Mary's University, Texas","B.B.A.","1935"
1390051,2,"Wood, John Howland, Jr.","University of Texas School of Law","LL.B.","1938"
1390056,1,"Wood, Kimba Maureen","Connecticut College for Women (now Connecticut College)","B.A.","1965"
1390056,2,"Wood, Kimba Maureen","London School of Economics and Political Science","M.Sc.","1966"
1390056,3,"Wood, Kimba Maureen","Harvard Law School","J.D.","1969"
1392491,1,"Wood, Lisa Godbey","University of Georgia","B.A.","1985"
1392491,2,"Wood, Lisa Godbey","University of Georgia School of Law","J.D.","1990"
1390061,1,"Woodbury, Levi","Litchfield (Tapping Reeve) Law School",""," "
1390061,2,"Woodbury, Levi","Dartmouth College","","1809"
1390061,3,"Woodbury, Levi","Read law","","1812"
1390066,1,"Woodbury, Peter","Columbia Law School",""," "
1390066,2,"Woodbury, Peter","Harvard University","B.S.","1924"
1390066,3,"Woodbury, Peter","Harvard Law School","LL.B.","1927"
1391881,1,"Woodcock, John A., Jr.","Bowdoin College","B.A.","1972"
1391881,2,"Woodcock, John A., Jr.","London School of Economics and Political Science","M.A.","1973"
1391881,3,"Woodcock, John A., Jr.","University of Maine School of Law","J.D.","1976"
1390071,1,"Woodlock, Douglas Preston","Yale University","B.A.","1969"
1390071,2,"Woodlock, Douglas Preston","Georgetown University Law Center","J.D.","1975"
1390076,1,"Woodrough, Joseph William","Heidelberg University, Germany",""," "
1390076,2,"Woodrough, Joseph William","Read law","","1893"
1390081,1,"Woodruff, Lewis Bartholomew","Yale College","B.A.","1830"
1390081,2,"Woodruff, Lewis Bartholomew","Litchfield (Tapping Reeve) Law School","","1832"
1390086,1,"Woods, Charles Albert","Wofford College","A.B.","1872"
1390086,2,"Woods, Charles Albert","Read law","","1873"
1390091,1,"Woods, George E.","Detroit College of Law (now Michigan State University College of Law)","J.D.","1949"
1394301,1,"Woods, Gregory Howard III","Williams College","B.A.","1991"
1394301,2,"Woods, Gregory Howard III","Yale Law School","J.D.","1995"
1390096,1,"Woods, Henry","University of Arkansas","B.A.","1938"
1390096,2,"Woods, Henry","University of Arkansas School of Law","J.D.","1940"
1390101,1,"Woods, William Allen","Wabash College","A.B.","1859"
1390101,2,"Woods, William Allen","Read law","","1861"
1390106,1,"Woods, William Burnham","Yale College","A.B.","1845"
1390106,2,"Woods, William Burnham","Read law","","1847"
1390111,1,"Woodward, Charles Edgar","Northwestern University",""," "
1390111,2,"Woodward, Charles Edgar","Read law","","1899"
1390116,1,"Woodward, Halbert Owen","University of Texas","B.B.A.","1940"
1390116,2,"Woodward, Halbert Owen","University of Texas School of Law","LL.B.","1940"
1390121,1,"Woolley, Victor Baynard","Harvard Law School",""," "
1390121,2,"Woolley, Victor Baynard","Delaware College (now University of Delaware)","B.S.","1885"
1390121,3,"Woolley, Victor Baynard","Read law","","1890"
1390126,1,"Woolsey, John Munro","Yale University","A.B.","1898"
1390126,2,"Woolsey, John Munro","Columbia Law School","LL.B.","1901"
1390131,1,"Woolson, John Simson","Wesleyan University","A.B.","1860"
1390131,2,"Woolson, John Simson","Wesleyan University","A.M.","1863"
1390131,3,"Woolson, John Simson","Read law","","1866"
1391366,1,"Wooten, Terry L.","University of South Carolina","B.A.","1976"
1391366,2,"Wooten, Terry L.","University of South Carolina School of Law","J.D.","1980"
1393506,1,"Worley, Francis Eugene","University of Texas School of Law",""," "
1393506,2,"Worley, Francis Eugene","Agricultural and Mechanical College of Texas (now Texas A&M University)",""," "
1390136,1,"Wortendyke, Reynier Jacob, Jr.","Princeton University","A.B.","1916"
1390136,2,"Wortendyke, Reynier Jacob, Jr.","Columbia Law School","LL.B.","1922"
1390141,1,"Wright, Caleb Merrill","University of Delaware","B.A.","1930"
1390141,2,"Wright, Caleb Merrill","Yale Law School","LL.B.","1933"
1390146,1,"Wright, Daniel Thew","Cincinnati Law School (now University of Cincinnati College of Law)","LL.B.","1887"
1390151,1,"Wright, Eugene Allen","University of Washington","A.B.","1934"
1390151,2,"Wright, Eugene Allen","University of Washington School of Law","J.D.","1937"
1390156,1,"Wright, Francis Marion","Cincinnati Law School (now University of Cincinnati College of Law)","LL.B.","1867"
1390161,1,"Wright, James Skelly","Loyola University New Orleans","Ph.B.","1931"
1390161,2,"Wright, James Skelly","Loyola University New Orleans School of Law","J.D.","1934"
1392546,1,"Wright, Otis D. II","California State University, Los Angeles","B.A.","1976"
1392546,2,"Wright, Otis D. II","Southwestern University School of Law","J.D.","1980"
1390166,1,"Wright, Scott Olin","University of Missouri School of Law","LL.B.","1950"
1390171,1,"Wright, Susan Webber","Randolph-Macon Woman's College (now Randolph College)","B.A.","1970"
1390171,2,"Wright, Susan Webber","University of Arkansas","M.P.A.","1973"
1390171,3,"Wright, Susan Webber","University of Arkansas School of Law","J.D.","1975"
1394826,1,"Wright, Wilhelmina Marie","Yale College","B.A.","1986"
1394826,2,"Wright, Wilhelmina Marie","Harvard Law School","J.D.","1989"
1392551,1,"Wu, George H.","Pomona College","B.A.","1972"
1392551,2,"Wu, George H.","University of Chicago Law School","J.D.","1975"
1390176,1,"Wyatt, Inzer Bass","University of Alabama","A.B.","1927"
1390176,2,"Wyatt, Inzer Bass","Harvard Law School","LL.B.","1930"
1390181,1,"Wyche, Charles Cecil","Georgetown College Law School (now Georgetown University Law Center)",""," "
1390181,2,"Wyche, Charles Cecil","The Citadel","B.S.","1906"
1390181,3,"Wyche, Charles Cecil","Read law","","1909"
1390186,1,"Wylie, Andrew","Transylvania University",""," "
1390186,2,"Wylie, Andrew","Indiana College (now Indiana University)","","1832"
1390186,3,"Wylie, Andrew","Read law","","1837"
1390191,1,"Wyman, Alfred Lee","Read law","","1896"
1393301,1,"Wynn, James Andrew, Jr.","University of North Carolina","B.A.","1975"
1393301,2,"Wynn, James Andrew, Jr.","Marquette University Law School","J.D.","1979"
1393301,3,"Wynn, James Andrew, Jr.","University of Virginia School of Law","LL.M.","1995"
6273451,1,"Wyrick, Patrick Robert","University of Oklahoma","B.A.","2004"
6273451,2,"Wyrick, Patrick Robert","University of Oklahoma College of Law","J.D.","2007"
1390196,1,"Wyzanski, Charles Edward, Jr.","Harvard College","A.B.","1927"
1390196,2,"Wyzanski, Charles Edward, Jr.","Harvard Law School","LL.B.","1930"
1394851,1,"Xinis, Paula","University of Virginia","B.A.","1991"
1394851,2,"Xinis, Paula","Yale Law School","J.D.","1997"
1394571,1,"Yandle, Staci Michelle","University of Illinois","B.S.","1983"
1394571,2,"Yandle, Staci Michelle","Vanderbilt University Law School","J.D.","1987"
1390201,1,"Yankwich, Leon Rene","Willamette University College of Law","LL.B.","1909"
1390201,2,"Yankwich, Leon Rene","Loyola Law School, Los Angeles, California","J.D.","1926"
1391921,1,"Yeakel, Earl Leroy III","University of Texas","B.A.","1966"
1391921,2,"Yeakel, Earl Leroy III","University of Texas School of Law","J.D.","1969"
1391921,3,"Yeakel, Earl Leroy III","University of Virginia School of Law","LL.M.","2001"
1390206,1,"Yohn, William Hendricks, Jr.","National Judicial College",""," "
1390206,2,"Yohn, William Hendricks, Jr.","Princeton University","B.A.","1957"
1390206,3,"Yohn, William Hendricks, Jr.","Yale Law School","J.D.","1960"
13761546,1,"Yoon, Jasmine Hyejung","University of Virginia","B.A.","2003"
13761546,2,"Yoon, Jasmine Hyejung","University of Virginia School of Law","J.D.","2006"
1390211,1,"Youmans, Frank A.","Arkansas Industrial University (now University of Arkansas)",""," "
1390211,2,"Youmans, Frank A.","University of Missouri","Litt.B.","1884"
1390216,1,"Young, Don John","Western Reserve University (now Case Western Reserve University)","A.B.","1932"
1390216,2,"Young, Don John","Western Reserve University (now Case Western Reserve University) School of Law","LL.B.","1934"
1390221,1,"Young, George Cressler","University of Florida","A.B.","1938"
1390221,2,"Young, George Cressler","University of Florida College of Law (now Fredric G. Levin College of Law)","LL.B.","1940"
1393416,1,"Young, George Morley","University of Minnesota Law School","LL.B.","1894"
1390226,1,"Young, Gordon Elmo","University of Arkansas School of Law","LL.B.","1931"
1390231,1,"Young, James Scott","Washington and Jefferson College","A.B.","1869"
1390231,2,"Young, James Scott","Read law","","1872"
1390236,1,"Young, Joseph H.","Dartmouth College","A.B.","1948"
1390236,2,"Young, Joseph H.","University of Virginia School of Law","LL.B.","1951"
1390606,1,"Young, Richard L.","Drake University","B.A.","1975"
1390606,2,"Young, Richard L.","George Mason University School of Law (now Antonin Scalia Law School)","J.D.","1980"
8943911,1,"Young, Roderick Charles","George Mason University","B.A.","1989"
8943911,2,"Young, Roderick Charles","George Mason University","M.A.","1994"
8943911,3,"Young, Roderick Charles","West Virginia University College of Law","J.D.","1994"
1390241,1,"Young, William G.","Harvard University","A.B.","1962"
1390241,2,"Young, William G.","Harvard Law School","LL.B.","1967"
1390246,1,"Youngdahl, Luther Wallace","Gustavus Adolphus College","B.A.","1919"
1390246,2,"Youngdahl, Luther Wallace","Minnesota College of Law (now Mitchell Hamline School of Law)","LL.B.","1921"
6839686,1,"Younge, John Milton","Boston University","B.A.","1977"
6839686,2,"Younge, John Milton","Howard University School of Law","J.D.","1981"
6839686,3,"Younge, John Milton","University of Nevada, Reno","M.J.S.","2011"
1390251,1,"Zagel, James Block","University of Chicago","B.A.","1962"
1390251,2,"Zagel, James Block","University of Chicago","M.A.","1962"
1390251,3,"Zagel, James Block","Harvard Law School","J.D.","1965"
1391426,1,"Zainey, Jay C.","University of Louisiana in New Orleans (now University of New Orleans)","B.S.","1972"
1391426,2,"Zainey, Jay C.","Louisiana State University Law School (now Paul M. Hebert Law Center)","J.D.","1975"
1390256,1,"Zampano, Robert Carmine","Yale University","B.A.","1951"
1390256,2,"Zampano, Robert Carmine","Yale Law School","LL.B.","1954"
1390261,1,"Zapata, Frank R.","Eastern Arizona College","A.A.","1964"
1390261,2,"Zapata, Frank R.","University of Arizona","B.A.","1966"
1390261,3,"Zapata, Frank R.","University of Arizona College of Law (now James E. Rogers College of Law)","J.D.","1973"
1390266,1,"Zatkoff, Lawrence Paul","University of Detroit (now University of Detroit Mercy)","B.S.","1962"
